dataset,seed,fitness_method,class_label,per_class_accuracy
syn_4c_imbalanced_complete_overlap,1,accuracy,3,0.0
syn_4c_imbalanced_complete_overlap,1,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,1,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,1,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,1,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,1,pearson_r2,0,0.1746031746031746
syn_4c_imbalanced_complete_overlap,1,pearson_r2,1,0.4666666666666667
syn_4c_imbalanced_complete_overlap,1,pearson_r2,2,0.07142857142857142
syn_4c_imbalanced_complete_overlap,1,pearson_r2,3,0.25
syn_4c_imbalanced_complete_overlap,2,accuracy,0,1.0
syn_4c_imbalanced_complete_overlap,2,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,2,accuracy,2,0.0
syn_4c_imbalanced_complete_overlap,2,accuracy,3,0.0
syn_4c_imbalanced_complete_overlap,2,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,2,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,2,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,2,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,2,pearson_r2,0,0.18592964824120603
syn_4c_imbalanced_complete_overlap,2,pearson_r2,1,0.04878048780487805
syn_4c_imbalanced_complete_overlap,2,pearson_r2,2,0.4090909090909091
syn_4c_imbalanced_complete_overlap,2,pearson_r2,3,0.625
syn_4c_imbalanced_complete_overlap,3,accuracy,0,0.9794871794871794
syn_4c_imbalanced_complete_overlap,3,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,3,accuracy,2,0.0
syn_4c_imbalanced_complete_overlap,3,accuracy,3,0.16666666666666666
syn_4c_imbalanced_complete_overlap,3,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,3,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,3,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,3,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,3,pearson_r2,0,0.37435897435897436
syn_4c_imbalanced_complete_overlap,3,pearson_r2,1,0.16666666666666666
syn_4c_imbalanced_complete_overlap,3,pearson_r2,2,0.48148148148148145
syn_4c_imbalanced_complete_overlap,3,pearson_r2,3,0.0
syn_4c_imbalanced_complete_overlap,4,accuracy,0,0.9840425531914894
syn_4c_imbalanced_complete_overlap,4,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,4,accuracy,2,0.0
syn_4c_imbalanced_complete_overlap,4,accuracy,3,0.0
syn_4c_imbalanced_complete_overlap,4,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,4,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,4,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,4,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,4,pearson_r2,0,0.8829787234042553
syn_4c_imbalanced_complete_overlap,4,pearson_r2,1,0.09803921568627451
syn_4c_imbalanced_complete_overlap,4,pearson_r2,2,0.0
syn_4c_imbalanced_complete_overlap,4,pearson_r2,3,0.0
syn_4c_imbalanced_complete_overlap,5,accuracy,0,1.0
syn_4c_imbalanced_complete_overlap,5,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,5,accuracy,2,0.0
syn_4c_imbalanced_complete_overlap,5,accuracy,3,0.0
syn_4c_imbalanced_complete_overlap,5,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,5,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,5,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,5,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,5,pearson_r2,0,0.13297872340425532
syn_4c_imbalanced_complete_overlap,5,pearson_r2,1,0.1875
syn_4c_imbalanced_complete_overlap,5,pearson_r2,2,0.34615384615384615
syn_4c_imbalanced_complete_overlap,5,pearson_r2,3,0.375
syn_4c_imbalanced_complete_overlap,6,accuracy,0,1.0
syn_4c_imbalanced_complete_overlap,6,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,6,accuracy,2,0.0
syn_4c_imbalanced_complete_overlap,6,accuracy,3,0.0
syn_4c_imbalanced_complete_overlap,6,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,6,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,6,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,6,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,6,pearson_r2,0,0.45263157894736844
syn_4c_imbalanced_complete_overlap,6,pearson_r2,1,0.49019607843137253
syn_4c_imbalanced_complete_overlap,6,pearson_r2,2,0.09523809523809523
syn_4c_imbalanced_complete_overlap,6,pearson_r2,3,0.0
syn_4c_imbalanced_complete_overlap,7,accuracy,0,1.0
syn_4c_imbalanced_complete_overlap,7,accuracy,1,0.0
syn_4c_imbalanced_complete_overlap,7,accuracy,2,0.0
syn_4c_imbalanced_complete_overlap,7,accuracy,3,0.0
syn_4c_imbalanced_complete_overlap,7,f1_score,0,1.0
syn_4c_imbalanced_complete_overlap,7,f1_score,1,0.0
syn_4c_imbalanced_complete_overlap,7,f1_score,2,0.0
syn_4c_imbalanced_complete_overlap,7,f1_score,3,0.0
syn_4c_imbalanced_complete_overlap,7,pearson_r2,0,0.48148148148148145
syn_4c_imbalanced_complete_overlap,7,pearson_r2,1,0.3125
syn_4c_imbalanced_complete_overlap,7,pearson_r2,2,0.0
syn_4c_imbalanced_complete_overlap,7,pearson_r2,3,0.0
